"","Name","Sex","Event","Equipment","Age","AgeClass","Division","BodyweightKg","WeightClassKg","Squat1Kg","Squat2Kg","Squat3Kg","Squat4Kg","Best3SquatKg","Bench1Kg","Bench2Kg","Bench3Kg","Bench4Kg","Best3BenchKg","Deadlift1Kg","Deadlift2Kg","Deadlift3Kg","Deadlift4Kg","Best3DeadliftKg","TotalKg","Place"
"838","Luke Shakespeare","M","B","Multi-ply",21,"20-23","M-OE",97.8,"100",NA,NA,NA,NA,NA,250,-270,270,NA,270,NA,NA,NA,NA,NA,270,"1"
"839","Shane van Erp","M","B","Multi-ply",36,"35-39","M-OE",137.6,"140",NA,NA,NA,NA,NA,260,-265,272.5,-275,272.5,NA,NA,NA,NA,NA,272.5,"1"
"840","Dave Thomas","M","B","Raw",48,"45-49","M-OR",109.7,"110",NA,NA,NA,NA,NA,150,160,170,-172.5,170,NA,NA,NA,NA,NA,170,"1"
"841","Nicola McDonell","F","SBD","Wraps",19,"18-19","F-OR",59.52,"60",125,135,-140,NA,135,57.5,62.5,-65,NA,62.5,140,152.5,-157.5,NA,152.5,350,"1"
"842","Winona Tabe","F","SBD","Wraps",17,"16-17","F-OR",58.28,"60",115,-125,125,NA,125,60,65,-67.5,NA,65,115,122.5,-125,NA,122.5,312.5,"2"
"843","Aimie Campbell","F","SBD","Wraps",27,"24-34","F-OR",64.84,"67.5",85,92.5,100,NA,100,50,52.5,-55,NA,52.5,107.5,115,120,NA,120,272.5,"1"
"844","Jessica Sharpe","F","SBD","Wraps",19,"18-19","F-OR",74.72,"75",127.5,135,-142.5,NA,135,70,75,NA,NA,75,140,150,-157.5,NA,150,360,"1"
"845","Jess McCallum","F","SBD","Wraps",33,"24-34","F-OR",74.14,"75",120,-130,-130,NA,120,57.5,60,-62.5,NA,60,152.5,162.5,170,NA,170,350,"2"
"846","Krik Karafylidis","M","SBD","Wraps",25,"24-34","M-OR",59.14,"60",125,130,135,NA,135,80,-90,-90,NA,80,-155,155,165,NA,165,380,"1"
"847","Dylan Northcott","M","SBD","Wraps",19,"18-19","M-OR",66.7,"67.5",130,140,145,NA,145,95,102.5,107.5,NA,107.5,-160,167.5,172.5,NA,172.5,425,"1"
"848","Jason Derulow","M","SBD","Wraps",34,"24-34","M-OR",74.36,"75",210,230,-235,NA,230,92.5,100,-105,NA,100,220,240,-245,NA,240,570,"1"
"849","Patrick Morrison #1","M","SBD","Wraps",26,"24-34","M-OR",82.34,"82.5",240,270,300,NA,300,-160,160,175,NA,175,270,290,300,NA,300,775,"1"
"850","Harvard Ye","M","SBD","Wraps",22,"20-23","M-OR",82.04,"82.5",225,235,242.5,NA,242.5,-120,-130,130,NA,130,245,260,-265,NA,260,632.5,"2"
"851","Matthew Douglas","M","SBD","Wraps",31,"24-34","M-OR",81.38,"82.5",195,210,217.5,NA,217.5,100,110,-115,NA,110,220,240,-245,NA,240,567.5,"3"
"852","Anthony Kellow","M","SBD","Wraps",21,"20-23","M-OR",80.76,"82.5",160,-170,170,NA,170,120,-125,-125,NA,120,210,222.5,-230,NA,222.5,512.5,"4"
"853","Adam Todd","M","SBD","Wraps",32,"24-34","M-OR",89.92,"90",245,265,275,NA,275,155,165,-170,NA,165,270,290,300,NA,300,740,"1"
"854","Anthony Edwardes","M","SBD","Wraps",27,"24-34","M-OR",89.02,"90",230,245,252.5,NA,252.5,145,152.5,160,NA,160,230,250,255,NA,255,667.5,"2"
"855","Tayler Smith","M","SBD","Wraps",20,"20-23","M-OR",87.36,"90",185,-200,-200,NA,185,105,110,-115,NA,110,205,217.5,222.5,NA,222.5,517.5,"3"
"856","James Wenstworth","M","SBD","Wraps",22,"20-23","M-OR",96.04,"100",240,250,260,NA,260,145,152.5,-160,NA,152.5,260,-275,275,NA,275,687.5,"1"
"857","Allan Todd","M","SBD","Wraps",61,"60-64","M-OR",110,"110",-200,210,220,NA,220,110,120,130,NA,130,210,225,235,NA,235,585,"1"
"858","Roland White","M","SBD","Wraps",21,"20-23","M-OR",102.4,"110",215,230,NA,NA,230,20,NA,NA,NA,20,-240,250,-260,NA,250,500,"2"
"859","Alexander Sturm","M","SBD","Wraps",21,"20-23","M-OR",119.5,"125",200,220,225,NA,225,120,127.5,-132.5,NA,127.5,180,200,210,NA,210,562.5,"1"
"860","Marc Keegan","M","SBD","Wraps",43,"40-44","M-OR",137.4,"140",275,285,-300,NA,285,155,165,-170,NA,165,255,-265,265,NA,265,715,"1"
"861","Steven White","M","SBD","Wraps",26,"24-34","M-OR",128.4,"140",190,200,210,NA,210,150,-160,-160,NA,150,200,220,240,NA,240,600,"2"
"862","Alexandra Fretwell","F","SBD","Raw",26,"24-34","F-OR",54.8,"56",65,70,75,NA,75,42.5,45,-50,NA,45,100,107.5,112.5,NA,112.5,232.5,"1"
"863","Annie Schubert","F","SBD","Wraps",29,"24-34","F-OR",59.2,"60",110,117.5,120,NA,120,50,52.5,-57.5,NA,52.5,122.5,130,137.5,NA,137.5,310,"1"
"864","Fiona Handley","F","SBD","Raw",40,"40-44","F-OR",80,"82.5",107.5,112.5,115,NA,115,57.5,62.5,65,NA,65,130,137.5,145,NA,145,325,"3"
"865","Fiona Sheppard","F","SBD","Raw",30,"24-34","F-OR",73.4,"75",80,87.5,92.5,NA,92.5,67.5,72.5,75,NA,75,125,132.5,137.5,NA,137.5,305,"3"
"866","Jodie Fisher","F","SBD","Raw",54,"50-54","F-OR",93.2,"110",90,-100,100,NA,100,60,-65,65,NA,65,130,140,150,NA,150,315,"1"
"867","Mary Quinlan","F","SBD","Wraps",27,"24-34","F-OR",80.4,"82.5",105,-112.5,112.5,NA,112.5,67.5,72.5,75,NA,75,140,150,160,NA,160,347.5,"2"
"868","Natalie Hawkins","F","SBD","Wraps",28,"24-34","F-OR",67.3,"67.5",115,125,-135,NA,125,70,77.5,NA,NA,77.5,125,135,142.5,NA,142.5,345,"1"
"869","Pamela Tapia","F","SBD","Wraps",33,"24-34","F-OR",60.5,"67.5",102.5,-107.5,-112.5,NA,102.5,-57.5,60,62.5,NA,62.5,127.5,132.5,-137.5,NA,132.5,297.5,"2"
"870","Pen Robinson","F","SBD","Wraps",26,"24-34","F-OR",50.7,"52",75,NA,NA,NA,75,35,37.5,40,NA,40,100,NA,NA,NA,100,215,"2"
"871","Rebekah Ogilvie","F","SBD","Wraps",44,"40-44","F-OR",73.9,"75",120,127.5,-132.5,NA,127.5,62.5,67.5,-70,NA,67.5,127.5,137.5,145,NA,145,340,"2"
"872","Ruby Sellings","F","SBD","Raw",19,"18-19","F-OR",51.7,"52",25,30,-35,NA,30,20,22.5,NA,NA,22.5,-45,-45,45,NA,45,97.5,"3"
"873","Samantha Sinclair","F","SBD","Wraps",21,"20-23","F-OR",81,"82.5",120,130,-140,NA,130,85,90,95,NA,95,140,150,160,NA,160,385,"1"
"874","Sarah Crowe","F","SBD","Wraps",28,"24-34","F-OR",123,"110+",140,150,160,NA,160,72.5,77.5,82.5,NA,82.5,130,140,150,NA,150,392.5,"1"
"875","Sharon Storen","F","SBD","Wraps",51,"50-54","F-OR",73.7,"75",97.5,-107.5,-112.5,NA,97.5,-52.5,57.5,60,NA,60,125,135,140,NA,140,297.5,"4"
"876","Tegan Elferkh","F","SBD","Wraps",32,"24-34","F-OR",74.3,"75",140,150,-160,NA,150,-87.5,87.5,-95,NA,87.5,150,160,165,NA,165,402.5,"1"
"877","Vanessa Schimizzi","F","SBD","Wraps",27,"24-34","F-OR",51.3,"52",110,120,-125,NA,120,70,-75,-75,NA,70,140,147.5,152.5,NA,152.5,342.5,"1"
"878","Aedon Koning","M","SBD","Wraps",25,"24-34","M-OR",99.4,"100",205,-220,-220,NA,205,127.5,132.5,-137.5,NA,132.5,235,242.5,250,NA,250,587.5,"3"
"879","Andy Lance","M","SBD","Wraps",32,"24-34","M-OR",81.7,"82.5",210,225,-232.5,NA,225,135,140,145,NA,145,245,265,-275,NA,265,635,"2"
"880","Ash Morosin","M","SBD","Wraps",24,"24-34","M-OR",98,"100",200,220,235,NA,235,150,160,170,NA,170,225,245,255,NA,255,660,"1"
"881","Daniel Giallombardo","M","SBD","Wraps",25,"24-34","M-OR",74.8,"75",212.5,227.5,235,NA,235,140,150,-155,NA,150,230,250,260,NA,260,645,"1"
"882","Frank Day","M","SBD","Raw",24,"24-34","M-OR",77.1,"82.5",-155,155,162.5,NA,162.5,105,110,112.5,NA,112.5,165,172.5,180,NA,180,455,"3"
"883","Jack Sawyer","M","SBD","Wraps",18,"18-19","M-OR",88.9,"90",170,185,195,NA,195,120,127.5,-135,NA,127.5,225,235,-245,NA,235,557.5,"1"
"884","Jamie Humble","M","SBD","Wraps",15,"13-15","M-OR",94.5,"100",95,120,135,NA,135,62.5,75,-87.5,NA,75,112.5,140,160,NA,160,370,"5"
"885","Jarred Bourke","M","SBD","Wraps",33,"24-34","M-OR",66.1,"67.5",70,-80,80,NA,80,-45,45,-50,NA,45,130,135,140,NA,140,265,"3"
"886","Justin Faella","M","SBD","Multi-ply",33,"24-34","M-OE",82.4,"82.5",-240,240,-250,NA,240,125,-135,NA,NA,125,220,240,-250,NA,240,605,"1"
"887","Lex Anderson","M","SBD","Raw",62,"60-64","M-OR",65.5,"67.5",-127.5,135,140,NA,140,92.5,97.5,-100,NA,97.5,185,192.5,-200,NA,192.5,430,"2"
"888","Mark Kehrbrerg-Ostrasz","M","SBD","Wraps",34,"24-34","M-OR",115.3,"125",230,257.5,265,NA,265,130,145,-147.5,NA,145,255,-285,NA,NA,255,665,"1"
"889","Matt Pearce","M","SBD","Raw",24,"24-34","M-OR",65.4,"67.5",-160,-160,160,NA,160,115,120,-122.5,NA,120,225,232.5,237.5,NA,237.5,517.5,"1"
"890","Michael Sbarlati","M","SBD","Wraps",31,"24-34","M-OR",104.7,"110",190,210,225,NA,225,120,137.5,145,NA,145,200,230,240,NA,240,610,"2"
"891","Nik Stone","M","SBD","Wraps",27,"24-34","M-OR",109.5,"110",250,265,275,NA,275,180,190,-195,NA,190,255,270,280,NA,280,745,"1"
"892","Peter Sutton","M","SBD","Multi-ply",42,"40-44","M-OE",80.4,"82.5",-220,220,NA,NA,220,130,140,150,NA,150,200,220,-240,NA,220,590,"2"
"893","Seth Joyce","M","SBD","Wraps",18,"18-19","M-OR",96,"100",160,172.5,185,NA,185,120,127.5,-135,NA,127.5,225,250,270,NA,270,582.5,"4"
"894","Simon Wang","M","SBD","Multi-ply",36,"35-39","M-OE",96.6,"100",275,290,300,NA,300,195,-205,205,NA,205,220,240,260,NA,260,765,"1"
"895","Toby Downing","M","SBD","Wraps",22,"20-23","M-OR",122.4,"125",210,222.5,-235,NA,222.5,-125,130,137.5,NA,137.5,230,240,-250,NA,240,600,"2"
"896","Tom Brideson","M","SBD","Wraps",30,"24-34","M-OR",81.7,"82.5",235,250,260,NA,260,132.5,140,145,NA,145,255,270,-275,NA,270,675,"1"
"897","Tony Beecham","M","SBD","Wraps",44,"40-44","M-OR",125.5,"140",305,NA,NA,NA,305,145,155,-160,NA,155,275,295,305,NA,305,765,"1"
"898","Victor Baldwin","M","SBD","Wraps",27,"24-34","M-OR",93.6,"100",215,-230,230,NA,230,120,-130,-130,NA,120,240,252.5,-260,NA,252.5,602.5,"2"
"899","Jessica Kennedy","F","SBD","Wraps",22,"20-23","F-OR",51.8,"52",110,-120,127.5,NA,127.5,50,62.5,-65,NA,62.5,115,-125,-125,NA,115,305,"1"
"900","Sarah Menis","F","SBD","Wraps",28,"24-34","F-OR",55.9,"56",87.5,95,100,NA,100,65,70,-75,NA,70,140,147.5,-152.5,NA,147.5,317.5,"1"
"901","Laura Mariani","F","SBD","Wraps",26,"24-34","F-OR",59.6,"60",125,130,-135,NA,130,67.5,70,-72.5,NA,70,137.5,145,150,NA,150,350,"1"
"902","Renee Theyers","F","SBD","Wraps",28,"24-34","F-OR",60,"60",100,107.5,112.5,NA,112.5,55,60,-62.5,NA,60,135,-145,145,NA,145,317.5,"2"
"903","Joanna Lawrence","F","SBD","Wraps",47,"45-49","F-OR",58.7,"60",90,-95,95,NA,95,-65,65,70,NA,70,120,127.5,132.5,NA,132.5,297.5,"3"
"904","Anita Duff","F","SBD","Wraps",72,"70-74","F-OR",58.6,"60",40,45,50,NA,50,30,32.5,33,NA,33,70,75,80,NA,80,163,"4"
"905","Belinda Selvanera","F","SBD","Wraps",43,"40-44","F-OR",65.7,"67.5",160,170,-180,NA,170,82.5,-87.5,-87.5,NA,82.5,167.5,177.5,180,NA,180,432.5,"1"
"906","Jemma Wight","F","SBD","Wraps",24,"24-34","F-OR",66.4,"67.5",130,140,145,NA,145,67.5,72.5,-75,NA,72.5,145,155,157.5,NA,157.5,375,"2"
"907","Jodie Watson","F","SBD","Wraps",36,"35-39","F-OR",64.4,"67.5",115,122.5,130,NA,130,72.5,77.5,80,NA,80,145,155,162.5,NA,162.5,372.5,"3"
"908","Hope Town","F","SBD","Wraps",22,"20-23","F-OR",65.7,"67.5",115,130,140,NA,140,55,60,-65,NA,60,130,140,150,NA,150,350,"4"
"909","Alexandra Hegman","F","SBD","Wraps",NA,"","F-OR",63.2,"67.5",100,110,120,NA,120,60,62.5,-65,NA,62.5,130,140,-142.5,NA,140,322.5,"5"
"910","Amy Moldenhauer","F","SBD","Wraps",22,"20-23","F-OR",62.7,"67.5",100,107.5,112.5,NA,112.5,62.5,67.5,70,NA,70,120,125,130,NA,130,312.5,"6"
"911","Rachel Rogers","F","SBD","Wraps",36,"35-39","F-OR",60.3,"67.5",65,75,80,NA,80,45,50,52.5,NA,52.5,105,115,122.5,NA,122.5,255,"7"
"912","Rosemary Sherwin","F","SBD","Wraps",69,"65-69","F-OR",63,"67.5",-70,70,75,NA,75,27.5,30,-32.5,NA,30,107.5,115,120,NA,120,225,"8"
"913","Deborah Carmody","F","SBD","Wraps",37,"35-39","F-OR",71.7,"75",-132.5,140,-147.5,NA,140,70,75,-80,NA,75,-175,180,195,NA,195,410,"1"
"914","Natalka Kostraby","F","SBD","Wraps",28,"24-34","F-OR",74.7,"75",145,155,160,NA,160,55,60,-62.5,NA,60,135,145,-150,NA,145,365,"2"
"915","Stacey Robinson","F","SBD","Wraps",21,"20-23","F-OR",74,"75",100,110,125,NA,125,-50,50,60,NA,60,150,170,-185,NA,170,355,"3"
"916","Parwin Miazoi","F","SBD","Wraps",32,"24-34","F-OR",71.2,"75",100,-110,110,NA,110,45,50,52.5,NA,52.5,110,122.5,-132.5,NA,122.5,285,"4"
"917","Carole Hart","F","SBD","Wraps",63,"60-64","F-OR",74.1,"75",-55,60,70,NA,70,30,35,-40,NA,35,90,-100,100,NA,100,205,"5"
"918","Lyndall Vile","F","SBD","Wraps",29,"24-34","F-OR",76.4,"82.5",185,200,207.5,NA,207.5,90,100,105,NA,105,195,210,-220,NA,210,522.5,"1"
"919","Dakoda Plumridge","F","SBD","Wraps",26,"24-34","F-OR",77.1,"82.5",172.5,185,195,NA,195,90,97.5,100,NA,100,190,205,210,NA,210,505,"2"
"920","Natasha Raptis","F","SBD","Wraps",23,"20-23","F-OR",78.1,"82.5",190,200,210,NA,210,75,82.5,87.5,NA,87.5,185,195,202.5,NA,202.5,500,"3"
"921","Cat Hawkins","F","SBD","Wraps",41,"40-44","F-OR",76.3,"82.5",70,77.5,82.5,NA,82.5,47.5,50,52.5,NA,52.5,82.5,90,95,NA,95,230,"4"
"922","Stephanie Pearce","F","SBD","Wraps",32,"24-34","F-OR",87.7,"90",105,112.5,117.5,NA,117.5,57.5,60,-62.5,NA,60,130,140,147.5,NA,147.5,325,"1"
"923","Asha Zomer","F","SBD","Wraps",32,"24-34","F-OR",98.3,"110",140,150,155,NA,155,65,70,-72.5,NA,70,130,140,-150,NA,140,365,"1"
"924","Alysha Wright","F","SBD","Wraps",30,"24-34","F-OR",103.6,"110",100,110,115,NA,115,45,50,55,NA,55,120,130,140,NA,140,310,"2"
"925","Eve Lundmark-Bourke","F","SBD","Wraps",29,"24-34","F-OR",101.9,"110",-100,107.5,112.5,NA,112.5,45,50,-52.5,NA,50,120,130,-137.5,NA,130,292.5,"3"
"926","Amanda Price","F","SBD","Wraps",34,"24-34","F-OR",136.7,"110+",210,220,-232.5,NA,220,90,97.5,-102.5,NA,97.5,200,215,222.5,NA,222.5,540,"1"
"927","Emilia Phillips","F","SBD","Wraps",28,"24-34","F-OR",152.2,"110+",145,155,160,NA,160,95,100,105,NA,105,185,200,210,NA,210,475,"2"
"928","Griffin Spence","M","SBD","Raw",26,"24-34","M-OR",66.8,"67.5",140,150,155,NA,155,97.5,105,NA,NA,105,220,235,-245,NA,235,495,"1"
"929","Nick Kroussos","M","SBD","Wraps",25,"24-34","M-OR",72.3,"75",190,200,210,NA,210,115,-125,-125,NA,115,210,225,-232.5,NA,225,550,"1"
"930","Robin Broff","M","SBD","Wraps",20,"20-23","M-OR",74.8,"75",170,185,192.5,NA,192.5,110,120,130,NA,130,175,190,-200,NA,190,512.5,"2"
"931","Andrew Zile","M","SBD","Wraps",36,"35-39","M-OR",69.1,"75",145,152.5,-157.5,NA,152.5,-95,95,-100,NA,95,160,175,180,NA,180,427.5,"3"
"932","Mario Ferreira","M","SBD","Wraps",30,"24-34","M-OR",74.5,"75",125,135,140,NA,140,90,-95,-95,NA,90,165,172.5,180,NA,180,410,"4"
"933","Srikanth Sharma","M","SBD","Wraps",51,"50-54","M-OR",72.8,"75",140,150,160,NA,160,75,80,82.5,NA,82.5,145,155,165,NA,165,407.5,"5"
"934","Bryce Johnston","M","SBD","Wraps",24,"24-34","M-OR",82.4,"82.5",210,225,235,NA,235,120,130,-132.5,NA,130,195,210,217.5,NA,217.5,582.5,"1"
"935","Adrian Cole","M","SBD","Wraps",33,"24-34","M-OR",82.5,"82.5",190,-202.5,202.5,NA,202.5,115,-120,120,NA,120,225,235,-242.5,NA,235,557.5,"2"
"936","Daniel Romeo","M","SBD","Wraps",20,"20-23","M-OR",78.9,"82.5",195,-207.5,-207.5,NA,195,112.5,117.5,-120,NA,117.5,195,215,-220,NA,215,527.5,"3"
"937","James Wakefield","M","SBD","Wraps",35,"35-39","M-OR",80.1,"82.5",160,-175,175,NA,175,95,100,105,NA,105,195,210,-225,NA,210,490,"4"
"938","Brady Curtin","M","SBD","Wraps",20,"20-23","M-OR",81.7,"82.5",165,172.5,-180,NA,172.5,102.5,-110,-110,NA,102.5,185,195,-200,NA,195,470,"5"
"939","Jason Biviano","M","SBD","Wraps",22,"20-23","M-OR",78.9,"82.5",155,162.5,165,NA,165,95,100,-102.5,NA,100,190,197.5,202.5,NA,202.5,467.5,"6"
"940","Alex Deken","M","SBD","Wraps",26,"24-34","M-OR",89.4,"90",295,310,320,NA,320,187.5,195,200,NA,200,290,315,325,NA,325,845,"1"
"941","Adam Wright","M","SBD","Wraps",27,"24-34","M-OR",90,"90",305,317.5,322.5,NA,322.5,155,165,-170,NA,165,295,-312.5,312.5,NA,312.5,800,"2"
"942","Alex Michael","M","SBD","Wraps",30,"24-34","M-OR",89.8,"90",240,255,-265,NA,255,140,155,160,NA,160,240,260,270,NA,270,685,"3"
"943","Alby Owens","M","SBD","Wraps",31,"24-34","M-OR",89.5,"90",230,250,260,NA,260,145,155,-162.5,NA,155,245,260,-275,NA,260,675,"4"
"944","Eric Ovens","M","SBD","Wraps",28,"24-34","M-OR",88.9,"90",205,220,230,NA,230,150,162.5,167.5,NA,167.5,235,252.5,265,NA,265,662.5,"5"
"945","Steve Jellett","M","SBD","Wraps",27,"24-34","M-OR",89.5,"90",210,230,240,NA,240,127.5,135,NA,NA,135,-220,-240,255,NA,255,630,"6"
"946","Peter Sheeran","M","SBD","Wraps",30,"24-34","M-OR",89.1,"90",215,230,235,NA,235,110,120,125,NA,125,225,240,250,NA,250,610,"7"
"947","Matt Bengtsson","M","SBD","Wraps",26,"24-34","M-OR",83.9,"90",195,205,220,NA,220,110,120,125,NA,125,220,235,250,NA,250,595,"8"
"948","Hayden Laird","M","SBD","Wraps",21,"20-23","M-OR",89.4,"90",195,207.5,212.5,NA,212.5,115,122.5,-127.5,NA,122.5,205,215,-225,NA,215,550,"9"
"949","Paolo De Leon","M","SBD","Wraps",22,"20-23","M-OR",88.8,"90",175,185,192.5,NA,192.5,115,122.5,-125,NA,122.5,195,205,215,NA,215,530,"10"
"950","Nicholas Perdrisat","M","SBD","Wraps",24,"24-34","M-OR",89.5,"90",167.5,-177.5,185,NA,185,107.5,112.5,-117.5,NA,112.5,200,210,-220,NA,210,507.5,"11"
"951","Jeremy Stapleton","M","SBD","Wraps",25,"24-34","M-OR",84.7,"90",165,175,180,NA,180,95,100,-105,NA,100,190,200,205,NA,205,485,"12"
"952","Rob Lineker","M","SBD","Wraps",30,"24-34","M-OR",88.5,"90",225,230,-235,NA,230,-185,-185,-185,NA,NA,NA,NA,NA,NA,NA,NA,"DQ"
"953","Nick Edlin","M","SBD","Wraps",36,"35-39","M-OR",100,"100",270,290,295,NA,295,160,170,175,NA,175,265,287.5,302.5,NA,302.5,772.5,"1"
"954","Thomas Schwarz","M","SBD","Wraps",27,"24-34","M-OR",100,"100",270,282.5,290,NA,290,135,142.5,150,NA,150,270,285,295,NA,295,735,"2"
"955","Samuel Grey","M","SBD","Wraps",24,"24-34","M-OR",99.4,"100",235,260,-270,NA,260,160,-175,-175,NA,160,290,-325,NA,NA,290,710,"3"
"956","Adam Stewart","M","SBD","Wraps",25,"24-34","M-OR",100,"100",250,265,275,NA,275,135,145,-150,NA,145,230,250,260,NA,260,680,"4"
"957","Tom Banfield","M","SBD","Wraps",20,"20-23","M-OR",98.3,"100",225,235,245,NA,245,-145,145,-155,NA,145,250,270,280,NA,280,670,"5"
"958","John Delinac","M","SBD","Wraps",42,"40-44","M-OR",99.9,"100",235,245,-250,NA,245,157.5,165,170,NA,170,255,-265,-265,NA,255,670,"6"
"959","Ian Henderson","M","SBD","Wraps",26,"24-34","M-OR",98.7,"100",230,-250,250,NA,250,130,-150,150,NA,150,-230,245,-260,NA,245,645,"7"
"960","Matt Metcher","M","SBD","Wraps",25,"24-34","M-OR",96.3,"100",215,230,240,NA,240,110,120,122.5,NA,122.5,210,230,240,NA,240,602.5,"8"
"961","Gennaro Lucky","M","SBD","Wraps",26,"24-34","M-OR",95.2,"100",195,210,-220,NA,210,125,135,140,NA,140,-205,215,222.5,NA,222.5,572.5,"9"
"962","Daniel Yalda","M","SBD","Wraps",28,"24-34","M-OR",97.9,"100",175,195,210,NA,210,110,-120,-120,NA,110,220,235,245,NA,245,565,"10"
"963","Igor Bahtjak","M","SBD","Wraps",19,"18-19","M-OR",98.3,"100",205,215,-225,NA,215,125,130,137.5,NA,137.5,205,-220,-230,NA,205,557.5,"11"
"964","Matthew Fulton #2","M","SBD","Wraps",22,"20-23","M-OR",99.9,"100",170,185,200,NA,200,110,117.5,-125,NA,117.5,160,180,190,NA,190,507.5,"12"
"965","Jason Donnin","M","SBD","Wraps",25,"24-34","M-OR",95.9,"100",-145,165,175,NA,175,100,120,-125,NA,120,200,-240,-240,NA,200,495,"13"
"966","Mark Vidic","M","D","Raw",25,"24-34","M-OR",98.3,"100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260,280,-295,NA,280,280,"1"
"967","Matthew Middleton","M","SBD","Wraps",29,"24-34","M-OR",102.6,"110",270,290,302.5,NA,302.5,180,195,202.5,NA,202.5,280,300,-317.5,NA,300,805,"1"
"968","Andrew Davies","M","SBD","Wraps",26,"24-34","M-OR",108.1,"110",240,255,265,NA,265,150,160,162.5,NA,162.5,250,265,275,NA,275,702.5,"2"
"969","Stelian Tchapkanski","M","SBD","Wraps",31,"24-34","M-OR",105.8,"110",-250,-250,250,NA,250,170,185,NA,NA,185,245,265,NA,NA,265,700,"3"
"970","Rohit Korlahalli","M","SBD","Wraps",20,"20-23","M-OR",101,"110",-275,290,-305,NA,290,135,142.5,147.5,NA,147.5,230,240,247.5,NA,247.5,685,"4"
"971","Jake Clinch","M","SBD","Wraps",27,"24-34","M-OR",107.5,"110",235,-250,250,NA,250,150,160,170,NA,170,240,260,-265,NA,260,680,"5"
"972","Bourneart Hean","M","SBD","Wraps",25,"24-34","M-OR",107.1,"110",215,235,240,NA,240,130,140,145,NA,145,260,280,290,NA,290,675,"6"
"973","Julian Anceschi","M","SBD","Wraps",37,"35-39","M-OR",107.7,"110",225,235,245,NA,245,140,147.5,150,NA,150,260,275,-285,NA,275,670,"7"
"974","Simon Higham","M","SBD","Wraps",24,"24-34","M-OR",100.7,"110",210,230,245,NA,245,135,150,-155,NA,150,240,260,-270,NA,260,655,"8"
"975","Jordan Ramanauskas","M","SBD","Wraps",25,"24-34","M-OR",107,"110",210,222.5,-230,NA,222.5,-130,130,137.5,NA,137.5,225,240,245,NA,245,605,"9"
"976","Dylan Findlay","M","SBD","Wraps",24,"24-34","M-OR",102.3,"110",210,220,225,NA,225,120,130,140,NA,140,220,230,-240,NA,230,595,"10"
"977","Mathew Procak","M","SBD","Wraps",28,"24-34","M-OR",121.9,"125",275,295,305,NA,305,180,190,195,NA,195,260,285,302.5,NA,302.5,802.5,"1"
"978","Adam Mazzon","M","SBD","Wraps",51,"50-54","M-OR",124.2,"125",270,-300,300,NA,300,160,-165,NA,NA,160,300,340,-345,NA,340,800,"2"
"979","Nick Haralambopoulos","M","SBD","Wraps",25,"24-34","M-OR",124.1,"125",280,300,-310,NA,300,150,160,165,NA,165,280,300,-305,NA,300,765,"3"
"980","Anthony Provenza","M","SBD","Wraps",33,"24-34","M-OR",119.5,"125",260,270,-280,NA,270,170,180,185,NA,185,270,280,-295,NA,280,735,"4"
"981","Jackson Drew","M","SBD","Wraps",24,"24-34","M-OR",115.7,"125",250,265,275,NA,275,135,150,160,NA,160,250,265,272.5,NA,272.5,707.5,"5"
"982","Chris Tyrrell","M","SBD","Wraps",28,"24-34","M-OR",123.7,"125",225,240,250,NA,250,165,175,-180,NA,175,220,240,-247.5,NA,240,665,"6"
"983","Blake Taggert","M","SBD","Wraps",29,"24-34","M-OR",121.5,"125",240,250,257.5,NA,257.5,142.5,150,-152.5,NA,150,245,-265,-265,NA,245,652.5,"7"
"984","Harley Hughes","M","SBD","Wraps",23,"20-23","M-OR",122.6,"125",225,237.5,245,NA,245,135,145,-150,NA,145,235,255,-262.5,NA,255,645,"8"
"985","Robert Franklin","M","SBD","Wraps",27,"24-34","M-OR",120.3,"125",185,192.5,200,NA,200,-102.5,102.5,110,NA,110,185,195,202.5,NA,202.5,512.5,"9"
"986","Shannon Green","M","B","Raw",38,"35-39","M-OR",120.6,"125",NA,NA,NA,NA,NA,172.5,180,187.5,NA,187.5,NA,NA,NA,NA,NA,187.5,"2"
"987","Andrew Caltabiano","M","B","Raw",27,"24-34","M-OR",121.4,"125",NA,NA,NA,NA,NA,212.5,220,-227.5,NA,220,NA,NA,NA,NA,NA,220,"1"
"988","Chris Iwanowski","M","SBD","Raw",23,"20-23","M-OR",138.9,"140",250,280,300,NA,300,-155,160,-170,NA,160,245,265,300,NA,300,760,"1"
"989","Damir Matecic","M","SBD","Wraps",34,"24-34","M-OR",139.1,"140",-245,245,265,NA,265,180,195,205,NA,205,265,280,290,NA,290,760,"2"
"990","Danny Oinl","M","SBD","Wraps",26,"24-34","M-OR",129,"140",240,257.5,270,NA,270,-145,145,152.5,NA,152.5,250,260,-280,NA,260,682.5,"3"
"991","Dan O'Connell","M","SBD","Wraps",21,"20-23","M-OR",133.6,"140",-220,230,-240,NA,230,140,150,-155,NA,150,240,255,-265,NA,255,635,"4"
"992","Nick Viner","M","SBD","Wraps",16,"16-17","M-OR",81.9,"82.5",125,135,145,NA,145,85,97.5,-100,NA,97.5,140,160,180,NA,180,422.5,"18"
